Position,Height,Weight,Age,Preferred Foot,Avg Ball,Avg Pass,Finishing,Speed,Kicking Power,Stamina,Avg Def,Weak Foot,Overall
CF,172,65,20,Right,58.5,52.0,59,58,60,60,46.666666666666664,High,57
GK,180,78,18,Right,44.0,51.5,40,54,62,54,50.666666666666664,Medium,57
GK,189,78,18,Right,41.5,47.5,40,53,56,49,48.333333333333336,Medium,57
CF,181,70,19,Right,61.0,55.5,58,63,60,58,45.0,High,57
RMF,181,74,20,Left,60.0,54.5,55,68,60,58,55.333333333333336,Medium,57
CF,175,72,19,Right,58.0,55.0,55,70,62,66,52.333333333333336,Medium,57
GK,189,80,19,Right,51.0,51.0,40,55,60,54,52.0,Medium,57
GK,184,75,20,Right,40.5,41.0,40,54,56,48,49.0,Medium,57
LWF,173,68,17,Right,60.0,55.0,53,62,59,59,47.333333333333336,Medium,57
GK,185,81,20,Right,46.0,52.5,40,56,62,50,49.0,Medium,57
RB,180,78,19,Right,58.5,56.0,43,64,61,67,57.0,Medium,57
CF,181,75,20,Right,57.0,58.5,60,60,59,56,47.333333333333336,Medium,57
CF,177,72,19,Right,59.0,51.0,60,64,60,55,41.666666666666664,High,57
RWF,174,65,17,Right,60.0,53.0,54,63,58,60,52.0,Medium,57
LB,180,78,21,Right,52.0,53.0,48,70,59,65,57.0,Medium,57
AMF,182,72,25,Right,60.5,59.5,55,62,60,59,48.666666666666664,Medium,57
CB,188,72,20,Right,48.5,52.0,40,59,57,53,58.666666666666664,Medium,57
AMF,177,67,30,Right,63.5,60.5,53,60,58,60,54.0,Medium,57
LB,177,69,17,Left,59.0,56.0,50,70,59,60,55.666666666666664,Medium,57
CMF,175,67,19,Right,61.5,64.0,57,60,59,58,49.666666666666664,Medium,57
CF,186,79,20,Right,56.0,49.5,59,60,60,55,46.666666666666664,Medium,57
CMF,167,63,19,Right,61.0,58.5,54,60,59,60,53.0,Medium,57
LWF,168,59,18,Right,60.0,54.0,54,62,58,65,48.0,High,57
CF,188,91,24,Right,52.0,51.0,58,61,60,63,48.333333333333336,Medium,57
DMF,179,70,19,Right,59.0,60.0,55,62,65,65,61.333333333333336,Medium,57
LB,178,70,18,Right,59.5,55.5,48,69,56,60,54.666666666666664,Very,57
CB,185,70,19,Left,54.5,58.0,48,61,58,57,57.666666666666664,Medium,57
CF,180,78,20,Right,53.5,54.5,59,64,63,66,49.333333333333336,Medium,57
CF,169,67,19,Right,57.5,56.5,63,60,59,59,52.0,Medium,57
AMF,170,69,19,Left,61.5,59.0,56,61,60,57,49.0,Medium,57
GK,188,77,21,Right,41.0,45.0,40,52,64,48,48.333333333333336,Medium,57
CMF,173,68,19,Right,58.5,58.5,54,60,58,66,59.333333333333336,Medium,57
CB,190,70,21,Left,50.0,51.0,43,60,54,52,58.0,Medium,57
CB,187,83,22,Right,49.5,53.5,45,57,60,54,59.666666666666664,Medium,57
LWF,184,74,20,Right,58.5,53.0,58,64,58,59,52.333333333333336,Medium,57
CF,180,72,18,Right,57.5,51.5,60,60,58,56,44.666666666666664,Medium,57
GK,179,75,23,Right,52.5,60.5,43,60,62,53,51.666666666666664,Medium,57
CB,174,69,23,Right,52.0,57.0,49,60,56,60,60.0,Medium,57
DMF,188,78,20,Left,55.5,58.0,49,60,60,61,59.0,Medium,57
CB,180,78,19,Left,53.0,55.5,42,60,55,60,59.333333333333336,Slightly,57
LMF,174,66,19,Right,63.0,60.0,58,61,57,57,45.333333333333336,Medium,57
CF,186,80,22,Right,53.5,50.5,57,67,64,57,45.333333333333336,High,57
LB,173,72,20,Left,57.5,60.5,45,62,60,60,56.333333333333336,Medium,57
CMF,169,74,18,Right,59.5,58.5,53,65,61,63,56.333333333333336,Medium,57
CF,185,72,21,Right,56.0,48.5,59,67,57,55,46.666666666666664,Medium,57
CF,191,78,19,Right,56.0,53.5,60,56,56,54,52.666666666666664,High,57
CMF,185,75,19,Right,57.5,57.0,54,61,63,61,60.333333333333336,Medium,57
LWF,175,72,18,Left,60.0,58.5,57,61,60,60,43.666666666666664,Medium,57
GK,187,79,21,Right,48.5,52.0,40,53,60,52,50.666666666666664,Medium,57
CF,180,78,19,Right,58.0,48.5,56,68,63,66,51.0,Medium,57
GK,184,72,21,Right,41.0,44.0,40,55,60,48,46.666666666666664,Medium,57
GK,191,81,18,Right,49.0,55.0,40,55,62,53,52.333333333333336,Medium,57
CMF,177,66,19,Right,62.0,60.5,53,60,58,60,54.666666666666664,Medium,57
CF,181,67,19,Right,58.5,51.0,60,63,58,56,45.0,Medium,57
LWF,180,68,18,Right,60.0,54.5,60,63,58,57,48.0,Medium,57
LB,175,72,20,Left,53.5,53.5,43,64,59,63,58.666666666666664,Medium,57
DMF,174,65,19,Right,58.0,57.5,52,62,59,63,59.666666666666664,Medium,57
CB,197,81,19,Left,49.0,50.5,40,56,59,52,56.666666666666664,Medium,57
CMF,175,72,19,Right,66.0,59.0,57,65,58,60,50.333333333333336,Medium,57
LB,173,69,27,Right,59.0,58.0,53,61,60,61,57.666666666666664,Medium,57
AMF,179,70,19,Right,62.0,61.0,54,60,59,58,49.333333333333336,Medium,57
GK,189,74,18,Right,40.0,44.0,40,48,59,43,46.666666666666664,Medium,57
CMF,175,72,19,Right,60.0,56.0,51,67,60,68,58.0,Medium,57
CMF,178,68,18,Right,61.5,59.5,54,62,57,63,54.0,Medium,57
CF,182,76,20,Right,56.5,52.5,59,60,57,59,47.0,Medium,57
RWF,179,71,19,Right,60.0,57.5,54,63,57,60,50.0,Medium,57
GK,194,90,18,Right,43.5,47.5,40,50,68,49,47.666666666666664,Slightly,57
AMF,184,77,21,Right,59.5,60.5,54,60,60,62,52.666666666666664,Medium,57
GK,185,78,20,Right,47.5,48.5,40,49,60,49,49.666666666666664,Medium,57
AMF,170,55,21,Right,62.0,58.5,56,62,58,60,49.333333333333336,Very,57
CB,185,79,18,Right,47.0,51.5,42,57,60,55,59.0,Medium,57
CMF,174,66,17,Left,65.0,60.0,56,62,60,57,50.666666666666664,Medium,57
CF,187,77,18,Right,57.0,51.5,60,63,60,55,44.0,Medium,57
GK,190,93,18,Right,44.0,49.5,40,53,60,54,48.333333333333336,Medium,57
LB,177,70,18,Left,59.0,59.5,48,62,58,61,54.0,Medium,57
CB,184,71,18,Right,51.5,55.0,45,52,61,59,58.0,Medium,57
CMF,174,65,18,Right,56.5,61.5,51,60,61,60,59.333333333333336,Medium,57
CB,195,80,18,Left,49.5,53.0,48,57,58,53,56.333333333333336,Medium,57
GK,201,80,19,Right,45.5,51.0,40,51,58,50,51.333333333333336,Medium,57
GK,190,77,17,Right,40.5,42.5,40,50,53,48,47.333333333333336,Medium,57
RWF,168,60,18,Right,60.5,55.0,56,62,58,60,53.666666666666664,Medium,57
DMF,175,72,19,Right,63.5,61.0,51,61,62,61,56.333333333333336,Medium,57
CMF,167,70,22,Right,58.5,60.0,53,62,60,63,63.0,High,57
CMF,178,72,20,Right,59.5,61.0,52,60,60,63,58.0,Medium,57
RWF,175,72,19,Right,60.5,53.5,56,64,60,57,44.333333333333336,Medium,57
CB,183,73,21,Right,51.0,55.5,48,52,56,60,59.0,Medium,57
CMF,175,70,20,Right,59.5,60.5,53,62,59,61,57.0,Medium,57
LWF,167,57,19,Right,61.0,55.5,50,65,58,60,49.0,Medium,57
CMF,171,67,17,Right,61.0,64.5,55,58,56,59,52.666666666666664,Medium,57
AMF,170,64,17,Right,62.0,59.5,56,64,62,60,46.333333333333336,High,57
CB,187,76,17,Right,54.0,57.0,50,60,55,51,61.333333333333336,Medium,57
LWF,169,60,17,Left,61.0,57.0,53,61,56,56,42.0,Medium,57
AMF,171,70,19,Right,60.5,64.0,57,59,58,56,48.333333333333336,Medium,57
CF,186,70,19,Right,57.0,55.0,58,59,60,59,45.0,High,57
CMF,175,69,20,Right,60.0,61.5,48,61,58,60,59.0,Medium,57
CB,190,74,18,Right,51.0,52.5,44,53,56,62,59.0,Medium,57
CF,184,71,17,Left,56.5,53.0,59,63,60,56,41.0,Medium,57
CMF,186,87,24,Right,55.5,57.0,52,62,66,62,63.333333333333336,Medium,57
GK,192,84,19,Right,48.5,50.5,41,54,59,52,51.0,Medium,57
GK,200,94,19,Left,40.0,42.0,40,48,60,46,47.0,Medium,57
DMF,174,75,21,Right,57.0,60.0,54,61,61,64,60.333333333333336,Medium,57
RMF,180,78,25,Right,59.5,55.0,54,68,61,61,52.333333333333336,Medium,57
CMF,177,68,19,Right,60.5,58.5,57,64,60,62,55.333333333333336,Medium,57
CB,187,70,21,Right,51.0,53.5,43,60,56,55,57.333333333333336,Medium,57
CF,171,60,19,Right,57.0,52.0,58,61,59,58,49.666666666666664,Medium,57
CMF,177,68,19,Right,59.5,61.0,52,58,59,63,57.0,Medium,57
RB,180,78,18,Right,54.5,57.0,43,67,55,62,58.333333333333336,Medium,57
CB,183,73,19,Right,51.5,55.0,48,55,58,64,60.333333333333336,High,57
RWF,178,75,23,Right,60.0,54.5,57,62,59,60,54.666666666666664,Medium,57
RB,181,70,20,Right,55.5,59.0,47,63,61,61,57.666666666666664,Medium,57
CF,175,70,20,Right,60.0,54.0,58,63,58,60,45.333333333333336,High,57
AMF,175,69,23,Right,62.0,57.5,53,62,58,61,56.666666666666664,High,57
CF,175,72,21,Right,60.5,57.0,55,61,60,60,47.333333333333336,Medium,57
DMF,183,75,20,Right,54.5,55.5,49,63,60,63,60.0,Medium,57
CMF,183,78,19,Right,60.0,60.5,55,63,57,60,51.333333333333336,Medium,57
GK,185,81,22,Right,40.5,47.0,40,50,58,47,48.333333333333336,Medium,57
CMF,172,64,25,Right,59.5,59.0,49,61,55,63,59.333333333333336,Medium,57
DMF,180,78,19,Right,59.0,60.0,52,62,60,62,51.666666666666664,Medium,57
GK,180,78,19,Right,40.5,49.0,40,50,60,52,47.666666666666664,Medium,57
CB,180,70,21,Right,56.0,58.5,43,60,52,60,58.333333333333336,Medium,57
DMF,176,71,21,Right,55.5,59.5,52,60,59,69,57.0,Medium,57
RWF,170,68,34,Right,63.0,54.0,56,62,62,62,53.0,Medium,57
GK,186,83,24,Right,44.5,50.5,40,52,60,51,51.0,Medium,57
CMF,175,72,19,Right,58.0,60.0,53,60,59,61,53.666666666666664,Medium,57
DMF,175,72,20,Right,58.0,59.5,54,57,60,60,58.0,Medium,57
CMF,175,72,20,Right,57.5,58.5,53,61,60,65,57.333333333333336,Medium,57
CMF,175,72,20,Right,58.0,58.5,54,61,60,63,57.666666666666664,Medium,57
CMF,175,72,20,Right,57.5,59.5,53,60,60,62,57.333333333333336,Medium,57
CMF,175,72,20,Right,57.5,60.0,56,60,60,61,55.333333333333336,Medium,57
LB,179,72,20,Left,58.0,57.5,47,67,60,62,56.0,Medium,57
LB,175,72,17,Left,58.5,59.5,42,65,59,58,54.0,Medium,57
RWF,165,61,18,Right,59.0,55.0,58,64,57,57,46.666666666666664,Medium,57
CB,187,77,18,Left,55.0,59.5,45,54,56,52,59.333333333333336,Medium,57
RB,174,70,19,Right,57.5,55.5,45,69,56,59,54.0,Medium,57
CB,180,78,16,Right,54.5,57.5,42,62,53,58,60.333333333333336,Medium,57
LWF,175,78,16,Left,60.5,57.5,53,65,58,59,49.666666666666664,Medium,57
CF,175,72,18,Right,59.5,51.0,60,67,57,58,43.666666666666664,Medium,57
CF,180,78,21,Right,56.0,48.0,60,59,62,55,42.666666666666664,Medium,57
GK,188,70,23,Right,40.0,41.5,40,52,60,48,47.0,Medium,57
DMF,178,78,19,Right,60.5,61.5,52,61,59,62,57.0,Medium,57
LB,176,64,19,Left,59.0,52.5,44,68,57,63,55.0,Medium,57
CB,191,79,23,Right,50.0,53.0,46,57,57,55,59.666666666666664,Medium,57
RWF,180,78,18,Right,59.0,53.5,57,68,60,60,50.666666666666664,Medium,57
LWF,180,78,17,Right,55.5,51.5,57,69,59,60,47.0,Medium,57
RB,187,71,19,Right,58.0,53.5,48,65,60,60,59.333333333333336,Medium,57
AMF,179,68,18,Right,61.5,54.0,57,65,60,60,50.666666666666664,High,57
CMF,180,78,19,Right,56.5,61.5,54,63,59,61,55.666666666666664,Medium,57
GK,194,88,22,Left,40.5,46.5,40,49,62,48,48.0,Medium,57
GK,189,78,20,Right,43.0,45.5,40,51,58,52,48.666666666666664,Medium,57
CMF,180,78,18,Right,56.5,61.5,58,67,59,58,60.333333333333336,Medium,57
GK,188,78,18,Right,54.0,54.0,40,54,60,52,50.0,High,57
CB,180,78,18,Right,52.0,56.0,48,55,62,56,56.0,Medium,57
RB,180,78,20,Right,59.0,58.5,54,62,59,58,52.666666666666664,Medium,57
GK,205,82,19,Right,40.5,41.5,40,48,60,48,47.666666666666664,Medium,57
CF,180,78,21,Right,58.0,53.5,58,62,59,63,46.0,Medium,57
CF,184,81,18,Right,56.0,49.5,60,63,57,62,45.666666666666664,Medium,57
CMF,175,72,18,Right,61.5,61.5,54,61,60,56,53.0,High,57
CMF,180,78,20,Right,57.0,59.5,50,62,58,65,56.333333333333336,Medium,57
LWF,175,78,19,Right,59.5,55.5,60,62,60,57,47.0,Medium,57
RMF,180,78,19,Right,59.5,60.0,54,60,59,60,55.0,Medium,57
GK,186,78,22,Right,40.0,48.5,40,51,63,50,47.333333333333336,Medium,57
CF,183,76,18,Right,57.0,48.5,58,63,56,65,47.0,Medium,57
RB,184,78,25,Right,55.5,59.5,42,60,62,57,59.333333333333336,Medium,57
AMF,180,78,22,Right,60.5,56.0,57,65,60,64,49.0,Medium,57
RWF,180,78,18,Right,59.5,56.5,53,63,57,60,52.0,Medium,57
RB,182,78,20,Right,55.5,60.5,42,58,63,59,59.666666666666664,Medium,57
CB,180,78,19,Right,50.5,53.5,41,57,62,61,60.333333333333336,Medium,57
CF,180,78,18,Right,53.5,51.5,56,71,60,64,56.0,Medium,57
DMF,180,78,18,Right,55.5,59.5,42,57,62,57,59.333333333333336,Medium,57
RB,175,72,20,Right,59.0,59.5,49,63,58,62,56.666666666666664,Medium,57
CF,180,78,21,Right,59.5,54.5,58,61,59,60,47.666666666666664,Medium,57
AMF,180,78,19,Right,63.5,58.0,48,61,59,58,54.333333333333336,High,57
CF,180,78,19,Right,59.5,51.0,59,61,58,55,44.666666666666664,Medium,57
SS,179,73,19,Right,59.5,53.5,59,60,62,55,53.666666666666664,Medium,57
CF,180,78,20,Right,57.0,50.5,57,62,60,62,50.0,Medium,57
DMF,191,78,20,Left,59.5,60.0,48,59,58,62,57.666666666666664,Medium,57
AMF,180,78,17,Right,61.0,56.0,60,64,59,60,49.333333333333336,Medium,57
CF,194,85,19,Left,55.5,50.5,59,60,60,56,45.333333333333336,Medium,57
CMF,169,62,18,Left,63.0,60.0,53,62,59,60,53.666666666666664,Medium,57
LB,180,78,18,Right,55.5,60.5,42,60,62,57,59.333333333333336,Medium,57
CMF,180,78,18,Right,60.0,60.5,54,60,59,61,55.0,Medium,57
RB,180,78,21,Right,55.5,60.5,42,59,62,57,60.0,Medium,57
LWF,179,67,18,Right,59.5,58.0,51,66,60,68,52.666666666666664,Medium,57
CMF,175,72,20,Right,59.0,60.0,54,63,59,64,56.0,Medium,57
AMF,168,78,18,Right,61.0,58.5,57,64,58,59,49.333333333333336,Medium,57
AMF,180,78,21,Right,60.5,54.0,59,63,57,67,50.0,Medium,57
GK,191,79,21,Right,42.5,48.0,40,57,58,48,50.0,Medium,57
GK,187,75,21,Right,44.5,50.0,40,52,64,50,51.333333333333336,Medium,57
RWF,180,78,21,Left,60.5,54.5,58,65,58,64,45.666666666666664,Medium,57
RB,176,78,18,Right,59.5,56.0,44,68,52,60,54.666666666666664,Medium,57
RB,175,70,17,Right,56.5,58.5,42,67,62,60,55.333333333333336,Medium,57
CMF,179,62,18,Right,61.5,62.5,54,60,58,58,50.0,High,57
CMF,185,70,19,Left,60.5,60.0,50,60,59,61,56.666666666666664,Medium,57
AMF,175,69,18,Right,60.5,61.5,53,61,59,61,52.666666666666664,Medium,57
GK,186,82,16,Right,47.0,53.0,40,55,64,52,49.666666666666664,Medium,57
RB,180,78,19,Right,55.5,55.0,45,63,62,64,59.0,Medium,57
DMF,178,70,18,Right,60.0,61.0,53,60,60,61,59.666666666666664,Medium,57
GK,186,80,22,Right,42.0,46.5,40,52,60,52,50.0,Medium,57
RMF,190,78,19,Right,57.0,54.0,52,69,62,63,55.0,Medium,57
LWF,178,71,20,Right,60.0,52.5,54,63,59,53,53.0,Medium,57
CMF,180,78,17,Right,60.0,62.0,54,61,59,60,53.666666666666664,Medium,57
LB,177,70,20,Left,58.5,59.5,48,65,60,59,56.666666666666664,Slightly,57
CB,185,78,17,Right,49.0,52.5,42,59,61,57,59.333333333333336,Medium,57
RB,180,78,19,Right,54.5,54.0,42,66,59,68,60.333333333333336,Medium,57
GK,187,78,18,Right,43.0,47.5,40,56,54,50,50.333333333333336,Medium,57
RWF,180,78,19,Right,58.5,53.5,53,69,60,61,52.666666666666664,Medium,57
RB,178,61,19,Right,60.5,55.5,50,61,58,62,56.0,Medium,57
AMF,170,60,17,Right,61.5,60.0,56,61,57,58,50.0,Medium,57
CB,187,77,19,Right,52.0,51.5,48,62,58,59,57.0,Medium,57
CMF,180,69,20,Right,59.0,60.0,53,57,60,63,61.333333333333336,High,57
CF,175,72,19,Right,57.5,52.5,60,60,62,56,45.666666666666664,Medium,57
RMF,180,78,18,Right,56.0,58.5,49,67,59,65,58.333333333333336,Medium,57
CMF,178,70,17,Right,63.5,60.0,51,60,59,59,53.333333333333336,Medium,57
RB,179,76,28,Right,54.0,54.5,45,64,61,68,61.0,Medium,57
CMF,180,75,21,Right,58.0,58.5,52,67,61,70,58.333333333333336,Medium,57
RMF,178,68,23,Right,58.0,55.0,54,70,59,65,55.666666666666664,Medium,57
DMF,184,78,20,Right,52.5,56.5,47,60,62,61,60.0,Medium,57
GK,193,78,19,Right,54.0,54.0,40,54,59,52,50.333333333333336,Medium,57
LB,175,72,20,Right,56.0,57.0,46,64,59,62,57.666666666666664,Slightly,57
GK,180,78,17,Right,43.0,50.5,40,51,61,53,49.0,Medium,57
CMF,179,68,18,Right,57.0,59.5,52,62,55,68,60.333333333333336,Medium,57
LB,180,78,20,Left,56.5,53.0,45,65,52,64,57.333333333333336,Medium,57
CB,185,73,18,Right,52.0,54.0,44,58,59,54,61.666666666666664,High,57
RB,189,78,18,Right,55.5,58.5,42,65,60,64,61.333333333333336,Medium,57
LB,175,65,20,Left,58.5,57.0,49,62,58,60,55.333333333333336,High,57
CF,184,78,19,Right,55.0,50.5,59,59,59,56,46.0,Medium,57
RB,180,78,20,Right,58.0,55.5,52,68,59,61,58.666666666666664,Medium,57
DMF,180,70,18,Right,59.0,61.0,53,58,59,60,59.666666666666664,Medium,57
GK,180,78,18,Right,41.5,45.0,40,54,60,53,50.666666666666664,Medium,57
RB,180,78,18,Right,57.5,55.5,45,65,53,65,57.666666666666664,Medium,57
RWF,176,70,19,Right,59.5,53.5,54,69,58,56,47.666666666666664,Medium,57
GK,188,78,19,Right,42.0,51.0,40,53,60,54,46.333333333333336,Medium,57
RB,186,78,21,Right,57.5,58.0,42,64,55,63,59.666666666666664,Medium,57
GK,189,78,18,Right,43.5,50.0,40,52,61,50,48.333333333333336,Medium,57
CMF,179,73,18,Right,59.5,59.5,54,62,60,60,56.666666666666664,Medium,57
CB,183,78,20,Left,53.0,57.0,43,60,53,61,59.666666666666664,Medium,57
AMF,172,70,21,Right,62.5,60.0,55,64,57,60,51.666666666666664,High,57
CF,180,78,19,Right,57.0,51.0,60,65,56,60,54.0,Medium,57
RB,182,78,17,Right,55.0,53.0,40,68,62,67,60.0,Medium,57
LMF,173,66,22,Right,59.0,61.0,54,64,59,65,51.333333333333336,Medium,57
CB,183,77,19,Left,53.0,58.0,47,57,51,59,59.666666666666664,Medium,57
RWF,183,68,18,Right,57.5,52.0,51,70,60,65,50.333333333333336,Medium,57
CB,187,75,17,Right,51.5,52.5,44,62,53,55,58.333333333333336,Medium,57
CF,177,76,25,Right,50.0,45.0,58,71,60,56,53.666666666666664,Slightly,57
CB,187,79,29,Right,49.5,53.5,46,55,59,55,63.666666666666664,Medium,57
RWF,170,68,24,Right,61.0,51.0,58,62,63,58,52.0,Very,57
DMF,175,61,18,Right,57.0,57.5,52,61,60,74,58.333333333333336,High,57
CF,175,75,16,Right,59.0,50.0,59,73,55,62,43.666666666666664,Medium,57
CB,183,72,19,Right,54.5,59.5,42,62,59,64,56.0,Medium,57
DMF,175,66,18,Right,58.0,60.5,53,62,60,71,56.333333333333336,Medium,57
CF,170,73,24,Right,58.5,49.0,58,67,58,68,42.0,Medium,57
GK,188,82,25,Right,42.5,46.5,40,52,59,52,47.666666666666664,Medium,57
CB,188,75,25,Right,51.0,55.0,42,57,61,61,57.0,Medium,57
CF,174,67,24,Right,53.5,50.0,58,65,59,56,49.0,Medium,57
GK,191,87,18,Right,43.0,44.5,40,52,58,48,47.333333333333336,Medium,57
CMF,178,78,22,Right,61.0,61.0,53,64,60,58,54.0,Medium,57
GK,182,64,18,Right,40.0,42.0,40,50,60,48,47.0,Medium,57
RWF,180,78,18,Right,59.0,54.0,54,67,59,62,49.0,Medium,57
CF,183,75,18,Right,55.5,52.5,60,63,60,61,46.0,Medium,57
CMF,180,78,18,Right,61.0,60.0,53,63,57,61,51.0,Medium,57
SS,180,78,18,Right,60.0,52.5,56,70,60,62,50.666666666666664,Medium,57
CF,175,72,19,Right,57.0,53.0,60,62,60,56,45.0,Medium,57
GK,180,78,18,Right,45.5,51.5,40,53,62,52,48.666666666666664,Medium,57
GK,186,72,20,Right,40.0,42.0,40,48,56,48,47.0,Medium,57
CMF,177,72,20,Right,61.0,62.0,56,59,61,61,54.0,Medium,57
RB,175,72,22,Right,57.0,59.5,54,61,60,63,59.0,Medium,57
AMF,162,59,23,Right,62.0,60.0,56,63,56,60,48.666666666666664,Medium,57
LB,170,65,19,Left,57.5,56.0,48,62,58,65,58.666666666666664,Medium,57
LWF,171,73,19,Left,63.0,59.0,55,60,58,53,47.666666666666664,Medium,57
CB,186,79,18,Right,53.5,53.5,42,61,58,60,59.0,Medium,57
GK,178,72,20,Right,53.0,52.5,40,57,60,58,49.666666666666664,Medium,57
AMF,175,72,20,Right,59.5,59.0,55,60,59,61,55.333333333333336,Medium,57
CMF,175,72,19,Right,59.5,60.0,54,60,59,61,56.333333333333336,Medium,57
CMF,172,67,18,Right,60.5,61.5,55,63,59,61,55.0,Medium,57
CMF,180,78,20,Right,60.5,60.5,53,62,60,63,51.666666666666664,Medium,57
RB,180,78,20,Right,58.0,56.5,48,65,58,62,57.0,Medium,57
CB,180,78,18,Right,49.5,52.5,42,59,60,60,61.333333333333336,Medium,57
CF,182,78,22,Right,59.0,54.0,58,63,59,61,47.333333333333336,Medium,57
AMF,170,65,17,Right,61.5,59.5,54,63,59,57,50.333333333333336,Medium,57
CMF,185,78,20,Right,57.5,59.5,53,62,59,65,58.0,Medium,57
CMF,175,72,19,Right,61.5,59.5,56,60,59,61,54.0,Medium,57
AMF,180,78,18,Right,60.0,59.5,55,67,61,63,52.666666666666664,Medium,57
CB,180,78,21,Right,51.5,57.0,42,60,53,60,59.0,Medium,57
CB,180,78,28,Right,50.5,53.0,49,58,58,62,59.333333333333336,Medium,57
LWF,175,72,18,Right,60.5,56.0,54,62,57,59,50.666666666666664,Medium,57
DMF,180,78,20,Right,59.0,60.0,55,62,60,63,59.0,Medium,57
LB,177,69,17,Left,57.0,57.5,48,68,60,58,54.0,Medium,57
LB,175,71,19,Left,59.0,53.5,48,68,60,59,57.0,Medium,57
CF,180,78,19,Right,59.0,51.0,58,64,60,65,46.0,Medium,57
RMF,186,77,27,Right,59.5,60.5,54,60,59,61,54.666666666666664,Medium,57
LMF,178,76,19,Right,59.5,60.5,54,60,59,61,54.666666666666664,Medium,57
AMF,183,76,26,Left,59.5,61.0,55,60,60,61,55.333333333333336,Medium,57
RMF,178,63,21,Right,59.5,60.5,54,60,59,61,54.666666666666664,Medium,57
LMF,180,80,22,Left,59.5,60.5,54,60,59,61,54.666666666666664,Medium,57
RWF,180,78,21,Right,61.0,51.5,58,66,59,60,47.333333333333336,Medium,57
GK,180,78,18,Right,41.0,44.5,40,52,61,52,48.666666666666664,Medium,57
DMF,180,78,19,Right,55.0,60.5,54,63,57,65,61.333333333333336,Medium,57
CB,180,78,18,Right,50.5,55.5,42,60,59,60,61.0,Medium,57
RB,180,78,21,Right,58.0,56.0,48,64,63,61,57.0,Medium,57
CB,180,78,20,Right,50.0,56.5,43,61,59,63,59.333333333333336,Medium,57
CB,181,78,18,Right,53.0,55.0,43,61,56,62,62.333333333333336,Medium,57
LB,169,69,22,Left,56.5,57.0,48,63,54,67,57.333333333333336,Medium,57
CMF,181,70,20,Right,59.0,61.5,53,62,59,61,57.333333333333336,Medium,57
AMF,184,78,20,Right,60.5,58.5,53,63,58,61,51.666666666666664,Medium,57
GK,180,78,20,Right,41.0,44.0,40,50,57,50,48.666666666666664,Medium,57
CB,183,82,20,Right,52.5,56.0,47,56,54,57,58.666666666666664,Medium,57
CF,180,78,18,Right,55.0,52.5,60,64,60,58,48.666666666666664,Medium,57
DMF,180,69,18,Right,59.5,61.0,52,60,60,61,60.666666666666664,Medium,57
CMF,178,67,18,Right,61.0,59.5,53,60,58,60,57.333333333333336,High,57
GK,180,78,21,Right,44.0,52.0,40,53,65,52,46.0,Medium,57
CB,185,78,20,Right,51.0,53.0,45,60,55,54,60.0,Medium,57
RB,180,78,20,Right,57.0,57.5,49,67,57,60,56.666666666666664,Medium,57
GK,186,75,18,Right,40.0,42.5,40,50,58,45,47.0,Medium,57
CF,180,78,17,Right,55.0,51.0,60,64,61,60,47.0,Medium,57
LWF,190,78,19,Right,57.0,54.0,54,70,60,61,48.0,Medium,57
CF,180,78,19,Right,55.0,51.0,60,63,61,59,48.0,Medium,57
RWF,180,78,19,Left,59.0,55.5,61,61,60,57,50.0,Medium,57
GK,185,76,22,Right,46.0,50.0,40,51,60,52,51.0,Medium,57
AMF,162,78,18,Right,60.5,61.5,54,60,59,61,55.0,Medium,57
CMF,177,78,19,Right,60.5,61.5,54,60,59,61,55.0,Medium,57
CB,186,78,18,Right,51.5,53.0,42,56,58,60,58.666666666666664,Medium,57
CMF,178,78,19,Right,60.0,58.5,50,65,55,67,57.0,Medium,57
LWF,174,78,19,Right,58.5,51.0,60,66,61,62,48.333333333333336,Medium,57
RWF,180,78,19,Right,59.0,55.5,61,61,60,57,47.0,Medium,57
CMF,179,68,17,Left,61.5,59.0,54,64,59,63,52.333333333333336,Medium,57
CF,178,72,22,Right,54.0,50.5,59,68,57,54,49.333333333333336,Medium,57
LWF,180,78,20,Right,60.0,56.5,55,64,59,60,50.0,Medium,57
CF,180,78,19,Right,54.5,50.5,58,66,61,60,49.666666666666664,Medium,57
RMF,180,67,22,Right,57.0,50.5,54,76,60,65,54.0,High,57
GK,180,78,17,Right,44.0,53.5,40,53,60,53,46.333333333333336,Medium,57
GK,180,78,20,Right,44.0,56.0,40,55,62,53,47.0,Medium,57
CF,178,78,17,Right,60.0,52.5,60,63,60,60,46.333333333333336,Medium,57
GK,180,78,19,Right,44.0,54.5,40,56,62,53,47.333333333333336,Medium,57
GK,180,78,19,Right,44.0,55.0,40,53,65,56,47.333333333333336,Medium,57
GK,180,78,18,Right,44.0,52.0,40,53,63,53,47.0,Medium,57
CB,180,78,20,Right,52.0,60.5,46,60,54,61,59.666666666666664,Medium,57
LB,180,70,21,Left,56.0,55.5,49,64,58,62,57.0,Medium,57
GK,180,78,20,Right,42.5,44.5,40,52,60,50,50.666666666666664,Medium,57
GK,180,78,17,Right,42.0,46.5,40,49,59,51,48.666666666666664,Medium,57
DMF,179,72,18,Right,57.0,61.5,50,60,59,60,59.333333333333336,High,57
GK,180,78,17,Right,42.5,43.0,40,52,59,51,48.666666666666664,Medium,57
